country,year,gdp_pc,gdp_pc_growth,primary_completion,lower_sec_completion,upper_sec_completion,population,arwu_ranked_num,arwu_sum_score,math,read,science,in_math99,imo_total_score,democracy_eiu
ECU,2012,5678.45572070003,3.96251917938639,77.4700012207031,46.8699989318848,37.8600006103516,15483883,0,0.0,,,,,47.0,5.78
ECU,2013,6050.3546113274,3.3505462425089,79.25,47.9700012207031,38.6399993896484,15722989,0,0.0,,,,,45.0,5.87
ECU,2014,6374.6314856366,2.2604243692314,81.1100006103516,48.9099998474121,38.5200004577637,15957994,0,0.0,,,,,19.0,5.87
ECU,2015,6130.58667556768,-1.37151925896104,82.6600036621094,52.2299995422363,42.2299995422363,16195902,0,0.0,,,,,27.0,5.87
ECU,2016,6079.08873612077,-2.6904994760865,82.8600006103516,51.9799995422363,42.2599983215332,16439585,0,0.0,,,,,38.0,5.81
ECU,2017,6246.40425217932,0.790527393070477,82.870002746582,52.8499984741211,43.4599990844727,16696944,0,0.0,,,,,66.0,6.02
ECU,2018,6321.34940071717,-0.608002128663117,82.5699996948242,50.9900016784668,42.2799987792969,17015672,0,0.0,,,,,48.0,6.27
ECU,2019,6233.25816692363,-1.87968820683531,82.9400024414062,51.8400001525879,42.8899993896484,17343740,0,0.0,,,,,32.0,6.33
ECU,2020,5645.19928965332,-9.07131766962168,83.3399963378906,52.560001373291,43.3499984741211,17588595,0,0.0,,,,,71.0,6.13
ECU,2021,5965.13287054416,3.01037816290692,83.9800033569336,54.2299995422363,45.4300003051758,17797737,0,0.0,,,,,34.0,5.71
ECU,2022,6391.28248430643,1.78520810472045,83.7957077026367,54.1242294311523,45.3999481201172,18001000,0,0.0,,,,,27.0,5.69
EGY,2003,1056.93720896595,1.061259565654,,,,75963322,0,0.0,,,,,0.0,
EGY,2004,1016.25388395628,1.99860684770231,,,,77522427,0,0.0,,,,,0.0,
EGY,2005,1133.10546057176,2.4201256292698,,,,79075310,0,0.0,,,,,0.0,
EGY,2006,1332.33941000282,4.78412756450419,49.4078102111816,44.4307289123535,40.3802604675293,80629670,1,0.0,,,,,0.0,3.9
EGY,2007,1586.47292057972,5.01808482067953,,,,82218755,1,0.0,,,,,0.0,
EGY,2008,1941.89997269337,5.07816837248258,,,,83844783,0,0.0,,,,,0.0,3.89
EGY,2009,2212.21814788932,2.64591866388851,,,,85501064,0,0.0,,,,,0.0,
EGY,2010,2509.77203417522,3.03669718542545,,,,87252413,0,0.0,,,,,0.0,3.07
EGY,2011,2645.6225349104,-0.457409359166903,,,,89200054,1,0.0,,,,,0.0,3.95
EGY,2012,3059.13542779204,-0.0597877604860599,,,,91240376,1,0.0,,,,,0.0,4.56
EGY,2013,3088.8908340843,-0.153662237734693,,,,93377890,1,0.0,,,,,0.0,3.27
EGY,2014,3196.86138078687,0.531824069545834,,,,95592324,1,0.0,,,,,0.0,3.16
EGY,2015,3370.38244716015,2.09553830616976,,,,97723799,1,0.0,,,,,0.0,3.18
EGY,2016,3331.61246134688,2.19220862672384,,,,99784030,1,0.0,,,,,5.0,3.31
EGY,2017,2439.96728439968,2.12874338092006,,72.9591369628906,67.1564712524414,101789386,3,0.0,,,,,3.0,3.36
EGY,2018,2531.20007864537,3.34981502229812,,,,103740765,5,0.0,,,,,10.0,3.36
EGY,2019,3017.25833578941,3.67537083093788,,,,105618671,5,0.0,,,,,12.0,3.06
EGY,2020,3571.5569065135,1.77096873118485,,,,107465134,5,0.0,,,,,0.0,2.93
EGY,2021,3886.7224983901,1.59181628823583,,,,109262178,6,0.0,,,,,2.0,2.93
EGY,2022,4295.40749561014,4.92845618453779,,,,110990103,7,0.0,,,,,0.0,2.93
SLV,2003,2197.48200095937,1.30293757074168,51.0,35.3400001525879,24.7800006866455,6026849,0,0.0,,,,,0.0,
SLV,2004,2273.95550275819,0.742207189640482,50.4700012207031,34.8300018310547,23.75,6035655,0,0.0,,,,,0.0,
SLV,2005,2434.32353117029,2.64406250782032,51.060001373291,35.4000015258789,24.3999996185303,6037817,0,0.0,,,,,25.0,
SLV,2006,2651.43088765876,4.39545698940658,52.1500015258789,36.939998626709,25.7099990844727,6034436,0,0.0,,,,,27.0,6.22
SLV,2007,2814.58988893523,1.68423504798841,52.9900016784668,37.4700012207031,25.9500007629395,6044131,0,0.0,,,,,34.0,
SLV,2008,2964.172140237,1.75090962508662,51.7976913452148,36.6034507751465,24.8010501861572,6068099,0,0.0,,,,,31.0,6.4
SLV,2009,2889.68588721937,-2.47983040542292,52.6300010681152,37.3800010681152,26.2700004577637,6091188,0,0.0,,,,,13.0,
SLV,2010,3017.3073947577,1.77248062453057,53.0299987792969,37.8199996948242,26.0799999237061,6114034,0,0.0,,,,,25.0,6.470000000000001
SLV,2011,3304.97418347889,3.3793623949191,53.9837684631348,38.5569686889648,25.3179702758789,6137349,0,0.0,,,,,11.0,6.470000000000001
SLV,2012,3471.05126865498,2.48792517106482,55.4599990844727,39.8199996948242,28.1599998474121,6161289,0,0.0,,,,,28.0,6.470000000000001
SLV,2013,3555.16209958481,1.78065579487938,56.4099998474121,41.0400009155273,29.3500003814697,6185642,0,0.0,,,,,14.0,6.529999999999999
SLV,2014,3638.51765819162,1.33811308886969,57.2099990844727,42.1100006103516,30.3199996948242,6209526,0,0.0,,,,,0.0,6.529999999999999
SLV,2015,3761.51368000275,2.04601635573663,58.4099998474121,42.6100006103516,30.8999996185303,6231066,0,0.0,,,,,14.0,6.639999999999999
SLV,2016,3870.31298246063,2.22008531516545,58.6500015258789,43.25,31.0400009155273,6250510,0,0.0,,,,,60.0,6.639999999999999
SLV,2017,3986.04901435439,2.02220842685021,58.5499992370605,42.7900009155273,30.3299999237061,6266654,0,0.0,,,,,57.0,6.43
SLV,2018,4145.86235103186,2.26276232787941,60.6300010681152,45.310001373291,32.7599983215332,6276342,0,0.0,,,,,20.0,5.96
SLV,2019,4280.28840404719,2.30047619003248,61.5499992370605,46.5400009155273,34.3199996948242,6280217,0,0.0,,,,,45.0,6.15
SLV,2020,3961.72663347599,-7.99859765564457,61.9300003051758,46.5699996948242,34.3899993896484,6292731,0,0.0,,,,,61.0,5.9
SLV,2021,4664.31122268385,10.7979073240942,,,,6314167,0,0.0,,,,,37.0,5.72
SLV,2022,5127.32166823012,2.2397833921888,,,,6336392,0,0.0,,,,,56.0,5.06
GNQ,2003,3146.51857534028,8.8228836610464,,,,789681,0,0.0,,,,,0.0,
GNQ,2004,5337.61438929676,31.8742823872191,,,,826355,0,0.0,,,,,0.0,
GNQ,2005,9502.85881614782,11.568141224778,,,,864726,0,0.0,,,,,0.0,
GNQ,2006,11140.1901650513,2.86435942545225,,,,905418,0,0.0,,,,,0.0,2.09
GNQ,2007,13776.9033327262,10.0094444440669,,,,948814,0,0.0,,,,,0.0,
GNQ,2008,19849.7177669705,12.3343734975993,,,,994971,0,0.0,,,,,0.0,2.19
GNQ,2009,14398.770485777,-3.38693769075344,,,,1043686,0,0.0,,,,,0.0,
GNQ,2010,14905.5145764646,-13.1544282595757,,,,1094524,0,0.0,,,,,0.0,1.84
GNQ,2011,18659.4160247571,1.86459318732265,,,,1144588,0,0.0,,,,,0.0,1.77
GNQ,2012,18756.4250273225,3.86216012142957,,,,1193636,0,0.0,,,,,0.0,1.83
GNQ,2013,17644.5943045414,-8.01005395458195,,,,1243941,0,0.0,,,,,0.0,1.77
GNQ,2014,16804.9249271976,-3.55770729674903,,,,1295183,0,0.0,,,,,0.0,1.66
GNQ,2015,9788.98380398528,-12.6046850421249,,,,1346973,0,0.0,,,,,0.0,1.77
GNQ,2016,8035.30766558427,-12.2028354363772,,,,1398927,0,0.0,,,,,0.0,1.7
GNQ,2017,8410.39798030589,-9.0336974373561,,,,1450694,0,0.0,,,,,0.0,1.81
GNQ,2018,8719.18686965483,-9.44484525853233,,,,1502091,0,0.0,,,,,0.0,1.92
GNQ,2019,7317.39002392662,-8.58205700032325,,,,1553031,0,0.0,,,,,0.0,1.92
GNQ,2020,6198.94252378655,-7.3572284174536,,,,1596049,0,0.0,,,,,0.0,1.92
GNQ,2021,7406.08497479348,-2.09316921043828,,,,1634466,0,0.0,,,,,0.0,1.92
GNQ,2022,7182.26538205027,1.27419381680845,,,,1674908,0,0.0,,,,,0.0,1.92
ERI,2003,327.976020750513,-6.54307320047569,,,,2653390,0,0.0,,,,,0.0,
ERI,2004,401.374525156058,-2.57785684643214,,,,2763140,0,0.0,,,,,0.0,
ERI,2005,387.898540350192,0.0898264853583157,,,,2831732,0,0.0,,,,,0.0,
ERI,2006,420.528739757639,-2.6320896954886,,,,2880093,0,0.0,,,,,0.0,2.31
ERI,2007,450.409713679088,-0.1702292340252,,,,2926168,0,0.0,,,,,0.0,
ERI,2008,459.178402670323,-12.1725148060445,,,,3005779,0,0.0,,,,,0.0,2.31
ERI,2009,602.063223832873,1.24550790591422,,,,3083888,0,0.0,,,,,0.0,
ERI,2010,504.972460176652,0.121591639500295,,,,3147727,0,0.0,,,,,0.0,2.31
ERI,2011,643.790042311239,6.65218253497758,,,,3207570,0,0.0,,,,,0.0,2.34
ERI,2012,,,,,,3252596,0,0.0,,,,,0.0,2.4
ERI,2013,,,,,,3296367,0,0.0,,,,,0.0,2.4
ERI,2014,,,,,,3323425,0,0.0,,,,,0.0,2.44
ERI,2015,,,,,,3340006,0,0.0,,,,,0.0,2.37
ERI,2016,,,,,,3365287,0,0.0,,,,,0.0,2.37
ERI,2017,,,,,,3396933,0,0.0,,,,,0.0,2.37
ERI,2018,,,,,,3445374,0,0.0,,,,,0.0,2.37
ERI,2019,,,,,,3498818,0,0.0,,,,,0.0,2.37
ERI,2020,,,,,,3555868,0,0.0,,,,,0.0,2.15
ERI,2021,,,,,,3620312,0,0.0,,,,,0.0,2.03
ERI,2022,,,,,,3684032,0,0.0,,,,,0.0,2.03
EST,2003,7203.52303786646,8.27771228482102,,,,1370720,0,0.0,,,,,47.0,
EST,2004,8914.10355674451,7.44441637457827,,,,1362550,0,0.0,,,,,85.0,
EST,2005,10412.6443137966,10.1549947926276,,,,1354775,0,0.0,,,,,68.0,
EST,2006,12639.4000677296,10.4147342313026,,,84.9207305908203,1346810,0,0.0,517.2015265981483,502.9215835971237,534.4997129290869,0.7144593189866754,80.0,7.74
EST,2007,16744.5844516343,8.07102533368965,,,85.6972579956055,1340680,0,0.0,,,,,64.0,
EST,2008,18204.9664786762,-4.87728652816892,,,85.3210983276367,1337090,0,0.0,,,,,41.0,7.68
EST,2009,14711.7352728223,-14.4643283839458,,,85.6841125488281,1334515,0,0.0,513.7459932303791,502.82238840702354,529.4049735561684,0.5756601524879942,40.0,
EST,2010,14663.0446126465,2.67816403908816,,,86.4620971679688,1331475,0,0.0,,,,,61.0,7.68
EST,2011,17487.8047830922,7.58921166461815,,,86.5545501708984,1327439,0,0.0,,,,,76.0,7.610000000000001
EST,2012,17403.2053254767,3.59836215956679,,,87.2545623779297,1322696,0,0.0,521.8050499476897,517.8044496965887,543.1917411801606,0.7905109103324608,50.0,7.610000000000001
EST,2013,19056.0019226989,1.82015416069549,,,88.4385375976562,1317997,0,0.0,,,,,67.0,7.610000000000001
EST,2014,20261.0667303886,3.28187481366284,,,85.9455490112305,1314545,0,0.0,,,,,52.0,7.74
EST,2015,17402.0376128079,1.78627469426176,,,86.5550918579102,1315407,0,0.0,520.3257155897621,520.7651843565425,536.2695745480589,1.2767492734570145,51.0,7.85
EST,2016,18295.3429322114,3.12553830458751,,,86.8937530517578,1315790,1,0.0,,,,,67.0,7.85
EST,2017,20437.765376736,5.66403908236126,,,86.9619216918945,1317384,1,0.0,,,,,72.0,7.790000000000001
EST,2018,23165.8494786437,3.42361905839128,,,87.6303024291992,1321977,1,0.0,523.2680637697518,523.7024010534263,530.3577768999246,1.4529218014595888,80.0,7.970000000000001
EST,2019,23424.4847073518,3.35497243936102,,,,1326898,1,0.0,,,,,118.0,7.9
EST,2020,23595.2436836441,-0.747277944180098,99.776496887207,97.8234634399414,85.7552032470703,1329522,1,0.0,,,,,84.0,7.840000000000001
EST,2021,27943.701219882,7.89903259794904,,,,1330932,1,0.0,,,,,63.0,7.84
EST,2022,28247.095992497,-2.59797822591268,,,,1348840,1,0.0,,,,,124.0,7.96
SWZ,2003,2075.56166692432,3.09649853377074,,,,1058797,0,0.0,,,,,0.0,
SWZ,2004,2599.15214954166,2.94651490452893,,,,1065764,0,0.0,,,,,0.0,
SWZ,2005,2964.97248651359,5.39337214116568,,,,1071886,0,0.0,,,,,0.0,
SWZ,2006,3053.93257078305,5.41693435133843,,,,1077735,0,0.0,,,,,0.0,2.93
SWZ,2007,3200.51257139291,3.8310229235741,,,,1084008,0,0.0,,,,,0.0,
SWZ,2008,3022.45617748042,0.279382179407264,,,,1089870,0,0.0,,,,,0.0,3.04
SWZ,2009,3270.1377612043,1.09974900839312,,,,1094886,0,0.0,,,,,0.0,
SWZ,2010,4035.53448063299,3.31872245454383,,,,1099920,0,0.0,,,,,0.0,2.9
SWZ,2011,4360.95996745324,1.74301022805365,,,,1105371,0,0.0,,,,,0.0,3.259999999999999
SWZ,2012,4396.57912043588,4.82073687005895,,,,1111444,0,0.0,,,,,0.0,3.2
SWZ,2013,4111.12838248065,3.22271454579,,,,1118319,0,0.0,,,,,0.0,3.2
SWZ,2014,3928.5227551684,0.246802469436361,,,,1125865,0,0.0,,,,,0.0,3.09
SWZ,2015,3583.31129031343,1.49985760265459,,,,1133936,0,0.0,,,,,0.0,3.09
SWZ,2016,3339.99040122187,0.302953769282354,,,,1142524,0,0.0,,,,,0.0,3.03
SWZ,2017,3824.04678338499,1.2409471862878,,,,1151390,0,0.0,,,,,0.0,3.03
SWZ,2018,4021.4455564534,1.5827075461722,,,,1160428,0,0.0,,,,,0.0,3.03
SWZ,2019,3818.54048403065,1.88572411932168,,,,1169613,0,0.0,,,,,0.0,3.14
SWZ,2020,3372.90461019719,-2.48029980621122,,,,1180655,0,0.0,,,,,0.0,3.08
SWZ,2021,4068.57381550966,9.6049769054182,,,,1192271,0,0.0,,,,,0.0,3.08
SWZ,2022,3986.88663743798,-0.309443111648548,,,,1201670,0,0.0,,,,,0.0,3.01
ETH,2003,117.860164733528,-4.9635486109287,,,,73168838,0,0.0,,,,,0.0,
ETH,2004,134.542486332684,10.3567353804701,,,,75301026,0,0.0,,,,,0.0,
ETH,2005,160.076791772058,8.68819314738802,,,,77469940,0,0.0,,,,,0.0,
ETH,2006,191.75129245508,7.74559571884001,,,,79691050,0,0.0,,,,,0.0,4.72
ETH,2007,240.347971955032,8.32283205867725,25.4124908447266,7.21508979797363,7.02418994903564,81996185,0,0.0,,,,,0.0,
ETH,2008,320.861089711683,7.6878600799579,,,,84357105,0,0.0,,,,,0.0,4.52
ETH,2009,373.893958712145,5.79455379589757,,,,86755585,0,0.0,,,,,0.0,
ETH,2010,335.438495270931,9.4198734285809,,,,89237791,0,0.0,,,,,0.0,3.680000000000001
ETH,2011,348.001348291465,8.0541204807153,24.6309204101562,12.5116901397705,8.83605003356934,91817929,0,0.0,,,,,0.0,3.79
ETH,2012,458.550920793057,5.61865391933833,,,,94451280,0,0.0,,,,,0.0,3.72
ETH,2013,490.792478420391,7.58309892413058,,,,97084366,0,0.0,,,,,0.0,3.83
ETH,2014,557.534148360438,7.31454492337771,,,,99746766,0,0.0,,,,,0.0,3.72
ETH,2015,630.312619383054,7.45669509715687,,,,102471895,0,0.0,,,,,0.0,3.83
ETH,2016,705.617508543589,6.50121149670628,20.0208206176758,11.0827302932739,6.92962980270386,105293228,0,0.0,,,,,0.0,3.6
ETH,2017,755.752644348666,6.62278907050467,,,,108197950,0,0.0,,,,,0.0,3.42
ETH,2018,758.29769449458,3.99844025588089,,,,111129438,0,0.0,,,,,0.0,3.35
ETH,2019,840.449601255171,5.52381056763929,22.2894897460938,10.3437995910645,4.52476978302002,114120594,0,0.0,,,,,0.0,3.44
ETH,2020,918.652594077418,3.28084798420211,,,,117190911,1,0.0,,,,,0.0,3.38
ETH,2021,925.00069759158,2.92580454535896,,,,120283026,1,0.0,,,,,0.0,3.3
ETH,2022,1027.58591095964,2.67358407521753,,,,123379924,1,0.0,,,,,0.0,3.17
FRO,2003,31691.880082905,,,,,47392,0,0.0,,,,,0.0,
FRO,2004,35940.9608625712,,,,,47989,0,0.0,,,,,0.0,
FRO,2005,36440.3221972404,,,,,48291,0,0.0,,,,,0.0,
FRO,2006,41762.6898536453,,,,,48313,0,0.0,,,,,0.0,
FRO,2007,48365.735061209,,,,,48361,0,0.0,,,,,0.0,
FRO,2008,51431.9730976048,,,,,48411,0,0.0,,,,,0.0,
FRO,2009,47410.9556269077,-4.33857064291226,,,,48429,0,0.0,,,,,0.0,
FRO,2010,48167.6675141519,-0.537917462689862,,,,48410,0,0.0,,,,,0.0,
FRO,2011,51786.480991824,3.75963460149575,,,,48386,0,0.0,,,,,0.0,
FRO,2012,50157.0587890212,7.00338507898522,,,,48392,0,0.0,,,,,0.0,
FRO,2013,55560.1330274996,5.79620984405204,,,,48418,0,0.0,,,,,0.0,
FRO,2014,60126.1256426858,5.33045567549763,,,,48465,0,0.0,,,,,0.0,
FRO,2015,52726.6873782078,0.250331564896427,,,,48816,0,0.0,,,,,0.0,
FRO,2016,56833.9165410522,0.0677860588288013,,,,49500,0,0.0,,,,,0.0,
FRO,2017,59328.2376643374,2.00991729188166,,,,50230,0,0.0,,,,,0.0,
FRO,2018,62576.8016380509,1.26986291372808,,,,50955,0,0.0,,,,,0.0,
FRO,2019,63203.7447848956,2.92366083623081,,,,51681,0,0.0,,,,,0.0,
FRO,2020,62234.9686802048,-3.30021424193171,,,,52415,0,0.0,,,,,0.0,
FRO,2021,69108.2065823035,4.80775172322258,,,,52889,0,0.0,,,,,0.0,
FRO,2022,66979.2773224808,4.99943924088213,,,,53090,0,0.0,,,,,0.0,
FJI,2003,2680.27074880376,0.00977558483236862,,,,858306,0,0.0,,,,,0.0,
FJI,2004,3124.60738926325,4.28088984862526,,,,866694,0,0.0,,,,,0.0,
FJI,2005,3406.47559239037,-0.247123291094439,,,,874923,0,0.0,,,,,0.0,
FJI,2006,3483.59718493626,0.911330811189174,,,,883083,0,0.0,,,,,0.0,5.66
FJI,2007,3793.09738500959,-1.69281058294433,82.7947769165039,60.3034210205078,39.3296203613281,890648,0,0.0,,,,,0.0,
FJI,2008,3928.92173857964,0.347435414506506,,,,896731,0,0.0,,,,,0.0,5.11
FJI,2009,3184.68912291481,-1.89498024658327,,,,901383,0,0.0,,,,,0.0,
FJI,2010,3469.14964254878,2.52404964362454,,,,905169,0,0.0,,,,,0.0,3.62
FJI,2011,4160.72119311815,2.34491097690483,,,,908355,0,0.0,,,,,0.0,3.67
FJI,2012,4359.79240035309,1.11032817332519,,,,911059,0,0.0,,,,,0.0,3.67
FJI,2013,4586.95521117587,4.45972948136782,,,,913453,0,0.0,,,,,0.0,3.61
FJI,2014,5305.06443160892,5.36048700739296,,,,915560,0,0.0,,,,,0.0,5.61
FJI,2015,5105.18961191892,4.31434596112975,,,,917200,0,0.0,,,,,0.0,5.69
FJI,2016,5368.43349186431,2.31502521471403,,,,918371,0,0.0,,,,,0.0,5.64
FJI,2017,5825.19966514413,5.27908031348818,,87.3066177368164,44.5563583374023,919019,0,0.0,,,,,0.0,5.85
FJI,2018,6073.39457942347,3.81494911461249,,,,918996,0,0.0,,,,,0.0,5.85
FJI,2019,5927.72420758285,-0.523026018200994,,,,918465,0,0.0,,,,,0.0,5.85
FJI,2020,4815.6891481254,-17.2162606218391,,,,920422,0,0.0,,,,,0.0,5.72
FJI,2021,4656.05134145,-5.31187524311517,91.1847076416016,63.7159004211426,25.9282608032227,924610,0,0.0,,,,,0.0,5.61
FJI,2022,5356.16439621614,19.3509146219461,,,,929766,0,0.0,,,,,0.0,5.55
FIN,2003,32927.6802919408,1.7608385701202,,,64.3962936401367,5213014,5,29.3,542.5086528467899,541.1217518633521,543.7148302104887,1.9254650287870032,43.0,
FIN,2004,37772.1781110398,3.6905877973641,,,,5228172,5,28.6,,,,,49.0,
FIN,2005,39054.8504423825,2.4286892269546,,,66.1979904174805,5246096,5,27.4,,,,,49.0,
FIN,2006,41222.6020004611,3.62894134847109,,,67.1308517456055,5266268,5,27.6,549.934135320321,547.2232061306762,563.7484067034368,2.685745723090552,86.0,9.25
FIN,2007,48476.3927287052,4.85231327619931,,,67.968391418457,5288720,5,27.8,,,,,55.0,
FIN,2008,53772.7942390019,0.315886376754079,,,68.7850875854492,5313399,6,28.3,,,,,40.0,9.25
FIN,2009,47481.4845364339,-8.51302848718304,,,69.6325378417969,5338871,5,27.7,537.4809845094674,530.9767194492255,548.6000275387274,1.8643130619824408,49.0,
FIN,2010,46505.3031791811,2.71496673450685,,,70.4480590820312,5363352,6,28.1,,,,,52.0,9.19
FIN,2011,51148.9316365833,2.07339631453335,,,71.2015533447266,5388272,5,28.0,,,,,68.0,9.06
FIN,2012,47708.0612784469,-1.86559117436354,,,71.953727722168,5413971,5,27.6,507.5257762487259,510.9055347831004,527.9747588062078,0.9742553924128694,57.0,9.06
FIN,2013,49892.2233632732,-1.35721561109078,,,72.8120803833008,5438972,5,27.2,,,,,46.0,9.03
FIN,2014,50327.2402902632,-0.776108383146138,,,73.5687713623047,5461512,5,27.5,,,,,59.0,9.03
FIN,2015,42801.9081167285,0.213029419665261,,,74.0170669555664,5479531,6,28.2,511.2831137368234,527.860861441686,531.9848684121062,1.0299440208533057,26.0,9.03
FIN,2016,43814.0265056965,2.5163798952421,,,,5495303,5,29.9,,,,,55.0,9.03
FIN,2017,46412.1364777169,2.95053137282473,,,75.5235595703125,5508214,7,31.5,,,,,56.0,9.03
FIN,2018,49987.6261584968,1.00565417029748,,,,5515525,9,31.0,508.1755231014324,519.9439653035935,519.4270189414062,0.9048118306945361,70.0,9.14
FIN,2019,48629.8582283032,1.11326909206437,,,77.4507217407227,5521606,8,30.3,,,,,78.0,9.25
FIN,2020,49169.7193388499,-2.49512296758466,,,,5529543,8,28.5,,,,,81.0,9.2
FIN,2021,53504.6936483441,2.62522857501395,,,,5541017,7,27.8,,,,,41.0,9.27
FIN,2022,50871.9304508821,1.35829663102483,,,,5556106,7,26.5,,,,,101.0,9.29
FRA,2003,29627.92426353,0.109402978570955,,,,62256970,22,59.8,515.2965211627911,500.1307173720932,516.6171841395357,0.7875541191713886,95.0,
FRA,2004,33797.1624418436,2.07662490819244,98.3435821533203,74.1402282714844,55.6975784301758,62716306,22,119.7,,,,,94.0,
FRA,2005,34768.1759037525,0.903680386720666,98.6075897216797,74.7016830444336,56.5906105041504,63188395,21,110.69999999999999,,,,,83.0,
FRA,2006,36470.2128399313,1.74108525754491,,,,63628261,21,109.6,496.95572533927026,488.6200665818484,496.10348797710066,1.08173388029564,99.0,8.07
FRA,2007,41557.6235648179,1.79523636713417,99.1647415161133,76.9348297119141,59.4229507446289,64021737,23,113.99999999999999,,,,,79.0,
FRA,2008,45515.9617533473,-0.302483826449361,99.2794494628906,77.9449081420898,60.3495597839355,64379696,23,92.9,,,,,104.0,8.07
FRA,2009,41737.7635518137,-3.37039728344887,98.8655624389648,77.9739227294922,60.4208717346191,64710879,23,94.1,498.8939134481165,497.45612610516395,500.0123220102379,1.6567813755804708,112.0,
FRA,2010,40676.0647913181,1.44824526229692,98.4357376098633,79.2164993286133,61.8988800048828,65030575,22,94.8,,,,,105.0,7.769999999999999
FRA,2011,43846.4660764798,1.70061040175906,98.4455795288086,79.8137283325195,62.7715682983398,65345233,21,97.60000000000001,,,,,111.0,7.769999999999999
FRA,2012,40870.8523645734,-0.171161336111382,98.4509201049805,80.487663269043,63.7497215270996,65662240,20,95.9,499.4704357034456,509.2334715152844,502.74398064166536,0.9228586653334403,93.0,7.88
FRA,2013,42602.7179652667,0.0581495050462166,97.8960494995117,81.5009994506836,66.3351593017578,66002289,20,123.0,,,,,136.0,7.92
FRA,2014,43068.5487241739,0.484564448270447,97.5446166992188,82.6331634521484,68.5302200317383,66312067,21,122.39999999999999,,,,,96.0,8.04
FRA,2015,36652.9223052178,0.754024352327519,97.5224227905273,83.2034301757812,69.4374313354492,66548272,22,121.1,497.3957526195163,502.85837704649515,499.31777062868366,0.8392972893004481,120.0,7.92
FRA,2016,37062.5335723829,0.829056664516742,97.6264724731445,83.6858291625977,69.6656265258789,66724104,22,93.2,,,,,124.0,7.92
FRA,2017,38781.0494870836,1.99499844733441,97.5684661865234,84.2147979736328,70.0754928588867,66918020,30,99.1,,,,,100.0,7.8
FRA,2018,41557.8548588876,1.50053912327405,,,,67158348,34,100.5,487.226095592898,484.26748351300006,485.45702837666647,0.6108490985445981,129.0,7.8
FRA,2019,40494.8982936276,1.49589898756051,97.6722869873047,85.5956573486328,72.1873474121094,67388001,35,99.2,,,,,142.0,8.12
FRA,2020,39179.7442596057,-7.7910085087493,,,,67571107,30,175.2,,,,,154.0,7.99
FRA,2021,43671.3084099631,6.13176131597774,,,,67764304,30,149.3,,,,,105.0,7.99
FRA,2022,40886.2532680273,2.14273164932905,,,,67971311,28,142.89999999999998,,,,,158.0,8.07
PYF,2003,18724.4915199154,0.560718466834871,,,,263173,0,0.0,,,,,0.0,
PYF,2004,20829.0657125084,-0.525174149797806,,,,267132,0,0.0,,,,,0.0,
PYF,2005,21047.1929998618,-1.14364408382306,,,,271060,0,0.0,,,,,0.0,
PYF,2006,21382.2357125753,-0.520075696647126,,,,274901,0,0.0,,,,,0.0,
PYF,2007,23837.8175326459,0.506867933014448,94.4462585449219,69.399040222168,49.5688514709473,278178,0,0.0,,,,,0.0,
PYF,2008,25437.6685817517,-0.841599299580238,,,,280558,0,0.0,,,,,0.0,
PYF,2009,23326.0875573006,-4.81662313790055,,,,282283,0,0.0,,,,,0.0,
PYF,2010,21447.8582553167,-2.98331147791387,,,,283788,0,0.0,,,,,0.0,
PYF,2011,21747.9888416729,-3.46438568360307,,,,285265,0,0.0,,,,,0.0,
PYF,2012,19864.5356998373,-1.38351773150443,,,,286584,0,0.0,,,,,0.0,
PYF,2013,20941.5173404574,-0.105925367566101,,,,288032,0,0.0,,,,,0.0,
PYF,2014,21223.0754876891,-0.0453209640432988,,,,289873,0,0.0,,,,,0.0,
PYF,2015,18252.5142032094,0.998225295592704,,,,291787,0,0.0,,,,,0.0,
PYF,2016,18726.6394704764,1.75795355431632,,,,293541,0,0.0,,,,,0.0,
PYF,2017,19743.9590211525,3.70010426122671,,,,295450,0,0.0,,,,,0.0,
PYF,2018,20614.8943681731,1.09430838063112,,,,297606,0,0.0,,,,,0.0,
PYF,2019,20093.2085805567,1.97658693500679,,,,299717,0,0.0,,,,,0.0,
PYF,2020,19185.6977702906,-7.72920563707365,,,,301920,0,0.0,,,,,0.0,
PYF,2021,20230.2410482554,1.38557350980042,,,,304032,0,0.0,,,,,0.0,
PYF,2022,18984.8510962405,3.6996646513398,,,,306279,0,0.0,,,,,0.0,
GAB,2003,4724.2547983061,-0.475164874647575,,,,1378398,0,0.0,,,,,0.0,
GAB,2004,5483.14457467164,-2.06105046700549,,,,1417110,0,0.0,,,,,0.0,
GAB,2005,6570.96326530919,-0.227534413559397,,,,1458353,0,0.0,,,,,0.0,
GAB,2006,6873.45398271021,-5.66448543910244,,,,1502534,0,0.0,,,,,0.0,2.72
GAB,2007,8036.91995564327,2.7767833135993,,,,1549774,0,0.0,,,,,0.0,
GAB,2008,9732.22653332604,-6.34241208334988,,,,1599978,0,0.0,,,,,0.0,3.0
GAB,2009,7325.90951318545,-3.11323998760122,,,,1653542,0,0.0,,,,,0.0,
GAB,2010,8399.59734808121,3.48729414610895,,,,1711105,0,0.0,,,,,0.0,3.29
GAB,2011,10273.798444898,3.38236084810524,,,,1772500,0,0.0,,,,,0.0,3.48
GAB,2012,9348.51487640056,1.5718549447385,,,,1836705,0,0.0,,,,,0.0,3.56
